; Sample Rate 8000
; Channels 1
               0  -0.0059628742747 
        0.000125  -0.061159728561 
         0.00025   -0.12337185629 
        0.000375   -0.18522095354 
          0.0005    -0.2464833241 
        0.000625   -0.30875256704 
         0.00075   -0.36970615294 
        0.000875   -0.43231715029 
           0.001   -0.49269345775 
        0.001125    -0.5568976216 
         0.00125   -0.60408752412 
        0.001375   -0.55687036365 
          0.0015    -0.4927470237 
        0.001625   -0.43223903328 
         0.00175   -0.36980554927 
        0.001875   -0.30863800226 
           0.002    -0.2466007378 
        0.002125   -0.18512850534 
         0.00225   -0.12335914187 
        0.002375  -0.061635152437 
          0.0025  -0.00010946113616 
        0.002625   0.061852922197 
         0.00275    0.12314480171 
        0.002875    0.18533718865 
           0.003    0.24639992416 
        0.003125    0.30882861046 
         0.00325     0.3696274613 
        0.003375     0.4324024166 
          0.0035    0.49260037579 
        0.003625    0.55699830642 
         0.00375    0.60398019943 
        0.003875    0.55698289722 
           0.004    0.49263093807 
        0.004125     0.4323569457 
         0.00425    0.36968768062 
        0.004375    0.30875402642 
          0.0045      0.246488187 
        0.004625     0.1852361206 
         0.00475     0.1232578624 
        0.004875   0.061728964094 
           0.005  2.3977365345e-05 
        0.005125  -0.061776467133 
         0.00525   -0.12321181362 
        0.005375    -0.1852799491 
          0.0055    -0.2464474095 
        0.005625   -0.30879070004 
         0.00575   -0.36965621077 
        0.005875   -0.43238241831 
           0.006   -0.49261228414 
        0.006125   -0.55699360557 
         0.00625   -0.60397849698 
        0.006375   -0.55699023698 
          0.0065   -0.49261888023 
        0.006625   -0.43237270834 
         0.00675   -0.36966911377 
        0.006875   -0.30877466127 
           0.007    -0.2464662008 
        0.007125   -0.18525856733 
         0.00725   -0.12323556794 
        0.007375  -0.061750576366 
          0.0075  -3.4947879612e-06 
        0.007625   0.061757486779 
         0.00775    0.12322895229 
        0.007875    0.18526481232 
           0.008    0.24646045268 
        0.008125    0.30877973279 
         0.00825     0.3696650737 
        0.008375     0.4323756313 
          0.0085    0.49261716194 
        0.008625    0.55699042976 
         0.00875    0.60398013191 
        0.008875    0.55698996503 
           0.009    0.49261800665 
        0.009125    0.43237446947 
         0.00925    0.36966669932 
        0.009375    0.30877765222 
          0.0095    0.24646288948 
        0.009625    0.18526202999 
         0.00975    0.12323212065 
        0.009875   0.061753999442 
